customer_device_id,customer_id,device_id,first_seen,last_seen
CDEV_00039,CUST_01391,DEV_00468,2025-11-17 12:32:56.094091,2026-05-29 12:32:56.094092
CDEV_00040,CUST_00105,DEV_00476,2026-02-26 12:32:56.094095,2026-05-28 12:32:56.094097
CDEV_00041,CUST_00768,DEV_00050,2026-04-11 12:32:56.094098,2026-05-28 12:32:56.094100
CDEV_00042,CUST_01442,DEV_01322,2025-12-30 12:32:56.094101,2026-05-30 12:32:56.094103
CDEV_00043,CUST_00852,DEV_00748,2026-02-26 12:32:56.094104,2026-06-01 12:32:56.094105
CDEV_00044,CUST_00453,DEV_00483,2025-10-24 12:32:56.094106,2026-05-28 12:32:56.094107
CDEV_00045,CUST_00148,DEV_00226,2026-04-20 12:32:56.094109,2026-06-01 12:32:56.094110
CDEV_00046,CUST_00138,DEV_01448,2026-01-30 12:32:56.094111,2026-05-21 12:32:56.094112
CDEV_00047,CUST_00241,DEV_00456,2026-02-16 12:32:56.094114,2026-06-04 12:32:56.094115
CDEV_00048,CUST_00020,DEV_00002,2026-04-06 12:32:56.094117,2026-05-31 12:32:56.094118
CDEV_00049,CUST_01531,DEV_01376,2026-03-28 12:32:56.094119,2026-06-11 12:32:56.094120
CDEV_00050,CUST_00903,DEV_00848,2025-11-19 12:32:56.094122,2026-05-17 12:32:56.094123
CDEV_00051,CUST_00972,DEV_01213,2025-12-29 12:32:56.094124,2026-06-12 12:32:56.094125
CDEV_00052,CUST_01989,DEV_00217,2025-11-01 12:32:56.094126,2026-06-08 12:32:56.094128
CDEV_00053,CUST_01451,DEV_01155,2025-09-08 12:32:56.094129,2026-05-28 12:32:56.094130
CDEV_00054,CUST_01938,DEV_00700,2026-05-02 12:32:56.094132,2026-05-28 12:32:56.094133
CDEV_00055,CUST_00656,DEV_01043,2026-04-18 12:32:56.094151,2026-06-01 12:32:56.094152
CDEV_00056,CUST_00457,DEV_00286,2025-08-31 12:32:56.094153,2026-05-19 12:32:56.094155
CDEV_00057,CUST_00192,DEV_00137,2026-02-01 12:32:56.094156,2026-06-11 12:32:56.094157
CDEV_00058,CUST_01141,DEV_01055,2026-03-14 12:32:56.094158,2026-06-09 12:32:56.094159
CDEV_00059,CUST_01116,DEV_00415,2026-03-16 12:32:56.094161,2026-05-30 12:32:56.094162
CDEV_00060,CUST_01475,DEV_01263,2025-11-26 12:32:56.094163,2026-05-25 12:32:56.094164
CDEV_00061,CUST_01189,DEV_00645,2026-03-05 12:32:56.094166,2026-05-16 12:32:56.094167
CDEV_00062,CUST_00872,DEV_01024,2026-02-28 12:32:56.094168,2026-05-20 12:32:56.094169
CDEV_00063,CUST_00149,DEV_00019,2026-02-22 12:32:56.094171,2026-06-07 12:32:56.094172
CDEV_00064,CUST_01790,DEV_00413,2026-01-12 12:32:56.094173,2026-06-11 12:32:56.094174
CDEV_00065,CUST_00624,DEV_00933,2026-02-10 12:32:56.094176,2026-06-03 12:32:56.094177
CDEV_00066,CUST_00476,DEV_01177,2025-10-28 12:32:56.094178,2026-05-29 12:32:56.094179
CDEV_00067,CUST_00949,DEV_00765,2025-09-02 12:32:56.094181,2026-06-09 12:32:56.094182
CDEV_00068,CUST_00021,DEV_00002,2025-11-19 12:32:56.094183,2026-06-13 12:32:56.094184
CDEV_00069,CUST_00471,DEV_01284,2026-01-26 12:32:56.094186,2026-05-28 12:32:56.094187
CDEV_00070,CUST_00751,DEV_00913,2025-11-20 12:32:56.094188,2026-05-20 12:32:56.094189
CDEV_00071,CUST_01135,DEV_01203,2025-10-08 12:32:56.094191,2026-06-10 12:32:56.094192
CDEV_00072,CUST_00594,DEV_00018,2025-10-10 12:32:56.094195,2026-06-08 12:32:56.094196
CDEV_00073,CUST_00500,DEV_00034,2025-09-22 12:32:56.094197,2026-05-22 12:32:56.094198
CDEV_00074,CUST_00762,DEV_01087,2026-03-17 12:32:56.094200,2026-06-05 12:32:56.094201
CDEV_00075,CUST_01668,DEV_01289,2026-03-29 12:32:56.094202,2026-06-07 12:32:56.094203
CDEV_00076,CUST_01337,DEV_00881,2025-12-24 12:32:56.094205,2026-05-19 12:32:56.094206
CDEV_00077,CUST_01967,DEV_01354,2026-02-15 12:32:56.094209,2026-05-29 12:32:56.094210
CDEV_00078,CUST_00138,DEV_01216,2025-09-04 12:32:56.094212,2026-06-07 12:32:56.094213
CDEV_00079,CUST_00363,DEV_01067,2026-03-03 12:32:56.094215,2026-06-07 12:32:56.094216
CDEV_00080,CUST_00731,DEV_00295,2025-12-05 12:32:56.094217,2026-05-24 12:32:56.094218
CDEV_00081,CUST_00036,DEV_00002,2025-09-06 12:32:56.094219,2026-06-06 12:32:56.094220
CDEV_00082,CUST_01104,DEV_00484,2025-09-07 12:32:56.094222,2026-05-17 12:32:56.094223
CDEV_00083,CUST_01564,DEV_00069,2026-01-05 12:32:56.094224,2026-06-08 12:32:56.094227
CDEV_00084,CUST_01687,DEV_01347,2026-03-25 12:32:56.094229,2026-05-23 12:32:56.094230
CDEV_00085,CUST_01244,DEV_00631,2025-12-08 12:32:56.094231,2026-05-21 12:32:56.094232
CDEV_00086,CUST_00114,DEV_00616,2026-02-27 12:32:56.094234,2026-06-13 12:32:56.094235
CDEV_00087,CUST_01753,DEV_01462,2026-01-06 12:32:56.094236,2026-06-08 12:32:56.094237
CDEV_00088,CUST_00322,DEV_00220,2026-04-28 12:32:56.094238,2026-05-30 12:32:56.094239
CDEV_00089,CUST_00071,DEV_00469,2026-01-13 12:32:56.094241,2026-05-16 12:32:56.094242
CDEV_00090,CUST_00257,DEV_00433,2025-09-11 12:32:56.094243,2026-06-05 12:32:56.094244
CDEV_00091,CUST_01094,DEV_00139,2026-03-19 12:32:56.094246,2026-06-02 12:32:56.094247
CDEV_00092,CUST_00449,DEV_00864,2025-08-28 12:32:56.094248,2026-05-30 12:32:56.094249
CDEV_00093,CUST_01020,DEV_00018,2026-04-12 12:32:56.094250,2026-05-25 12:32:56.094251
CDEV_00094,CUST_01869,DEV_00596,2025-12-19 12:32:56.094253,2026-06-09 12:32:56.094254
CDEV_00095,CUST_00632,DEV_00144,2025-11-21 12:32:56.094255,2026-06-12 12:32:56.094256
CDEV_00096,CUST_00871,DEV_00460,2025-11-28 12:32:56.094258,2026-05-26 12:32:56.094259
CDEV_00097,CUST_00997,DEV_01218,2026-03-07 12:32:56.094260,2026-05-23 12:32:56.094261
CDEV_00098,CUST_00228,DEV_01333,2025-11-28 12:32:56.094263,2026-06-06 12:32:56.094264
CDEV_00099,CUST_00504,DEV_00820,2026-05-14 12:32:56.094265,2026-05-17 12:32:56.094266
CDEV_00100,CUST_01114,DEV_00016,2025-11-10 12:32:56.094268,2026-06-02 12:32:56.094269
CDEV_00101,CUST_00897,DEV_01002,2025-09-06 12:32:56.094270,2026-05-29 12:32:56.094271
CDEV_00102,CUST_00006,DEV_00712,2026-01-21 12:32:56.094273,2026-06-01 12:32:56.094274
CDEV_00103,CUST_01365,DEV_00049,2025-12-15 12:32:56.094275,2026-05-23 12:32:56.094276
CDEV_00104,CUST_00020,DEV_00102,2026-02-11 12:32:56.094279,2026-05-29 12:32:56.094281
CDEV_00105,CUST_00186,DEV_01169,2026-01-28 12:32:56.094282,2026-05-30 12:32:56.094283
CDEV_00106,CUST_01148,DEV_01489,2025-11-18 12:32:56.094285,2026-05-30 12:32:56.094286
CDEV_00107,CUST_01486,DEV_00684,2026-02-28 12:32:56.094287,2026-06-06 12:32:56.094288
CDEV_00108,CUST_01575,DEV_00027,2025-08-22 12:32:56.094290,2026-05-21 12:32:56.094291
CDEV_00109,CUST_00131,DEV_00369,2026-03-26 12:32:56.094292,2026-05-31 12:32:56.094293
CDEV_00110,CUST_00226,DEV_00768,2026-04-09 12:32:56.094295,2026-06-09 12:32:56.094296
CDEV_00111,CUST_00529,DEV_00333,2026-02-28 12:32:56.094297,2026-06-11 12:32:56.094298
CDEV_00112,CUST_00639,DEV_00505,2026-01-13 12:32:56.094300,2026-06-03 12:32:56.094301
CDEV_00113,CUST_00275,DEV_00989,2026-03-23 12:32:56.094302,2026-06-10 12:32:56.094303
CDEV_00114,CUST_01570,DEV_01394,2026-04-08 12:32:56.094304,2026-06-06 12:32:56.094305
CDEV_00115,CUST_00654,DEV_01362,2026-01-29 12:32:56.094307,2026-06-12 12:32:56.094310
CDEV_00116,CUST_01772,DEV_01423,2026-03-22 12:32:56.094311,2026-06-13 12:32:56.094312
CDEV_00117,CUST_01439,DEV_00508,2025-09-14 12:32:56.094314,2026-06-03 12:32:56.094315
CDEV_00118,CUST_01108,DEV_00696,2026-02-08 12:32:56.094316,2026-06-02 12:32:56.094317
CDEV_00119,CUST_00746,DEV_00077,2026-04-23 12:32:56.094319,2026-06-08 12:32:56.094321
CDEV_00120,CUST_01641,DEV_00567,2026-01-02 12:32:56.094323,2026-06-01 12:32:56.094324
CDEV_00121,CUST_00228,DEV_00221,2025-12-24 12:32:56.094325,2026-05-28 12:32:56.094326
CDEV_00122,CUST_01446,DEV_00018,2025-12-19 12:32:56.094328,2026-05-22 12:32:56.094329
CDEV_00123,CUST_00555,DEV_00626,2026-03-23 12:32:56.094330,2026-06-08 12:32:56.094331
CDEV_00124,CUST_00355,DEV_00652,2026-01-27 12:32:56.094333,2026-06-09 12:32:56.094334
CDEV_00125,CUST_01607,DEV_00968,2026-03-12 12:32:56.094335,2026-06-08 12:32:56.094336
CDEV_00126,CUST_00827,DEV_01012,2026-01-19 12:32:56.094338,2026-05-17 12:32:56.094339
CDEV_00127,CUST_00436,DEV_01156,2026-02-17 12:32:56.094340,2026-06-12 12:32:56.094341
CDEV_00128,CUST_00426,DEV_01093,2025-09-10 12:32:56.094343,2026-05-19 12:32:56.094344
CDEV_00129,CUST_01668,DEV_00312,2026-01-08 12:32:56.094345,2026-05-28 12:32:56.094346
CDEV_00130,CUST_00003,DEV_00002,2025-12-02 12:32:56.094348,2026-05-16 12:32:56.094349
CDEV_00131,CUST_01337,DEV_00445,2025-09-15 12:32:56.094350,2026-06-12 12:32:56.094351
CDEV_00132,CUST_01737,DEV_01094,2025-12-11 12:32:56.094353,2026-06-07 12:32:56.094354
CDEV_00133,CUST_00336,DEV_01219,2026-03-23 12:32:56.094355,2026-06-06 12:32:56.094356
CDEV_00134,CUST_01409,DEV_00568,2025-09-12 12:32:56.094358,2026-06-13 12:32:56.094359
CDEV_00135,CUST_00480,DEV_00506,2025-08-19 12:32:56.094360,2026-06-02 12:32:56.094361
CDEV_00136,CUST_01612,DEV_00267,2025-10-02 12:32:56.094364,2026-05-28 12:32:56.094365
CDEV_00137,CUST_01896,DEV_00379,2026-01-30 12:32:56.094367,2026-05-29 12:32:56.094368
CDEV_00138,CUST_01709,DEV_01327,2026-02-18 12:32:56.094370,2026-06-10 12:32:56.094371
CDEV_00139,CUST_00458,DEV_00775,2026-01-20 12:32:56.094372,2026-06-10 12:32:56.094373
CDEV_00140,CUST_00751,DEV_00278,2025-10-10 12:32:56.094375,2026-05-18 12:32:56.094376
CDEV_00141,CUST_01847,DEV_00104,2026-02-09 12:32:56.094377,2026-06-09 12:32:56.094379
CDEV_00142,CUST_01442,DEV_01125,2025-11-04 12:32:56.094380,2026-05-24 12:32:56.094381
CDEV_00143,CUST_00610,DEV_01058,2026-04-18 12:32:56.094382,2026-05-28 12:32:56.094383
CDEV_00144,CUST_01267,DEV_00434,2026-05-12 12:32:56.094385,2026-05-25 12:32:56.094386
CDEV_00145,CUST_00897,DEV_00920,2026-01-28 12:32:56.094387,2026-05-30 12:32:56.094388
CDEV_00146,CUST_00925,DEV_00507,2026-04-11 12:32:56.094390,2026-06-02 12:32:56.094394
CDEV_00147,CUST_01143,DEV_01434,2026-03-22 12:32:56.094395,2026-05-25 12:32:56.094396
CDEV_00148,CUST_01191,DEV_01056,2026-01-17 12:32:56.094397,2026-06-11 12:32:56.094399
CDEV_00149,CUST_00398,DEV_00150,2025-09-28 12:32:56.094400,2026-05-18 12:32:56.094401
CDEV_00150,CUST_00670,DEV_00381,2025-12-12 12:32:56.094403,2026-06-05 12:32:56.094404
CDEV_00151,CUST_01113,DEV_00004,2026-01-09 12:32:56.094405,2026-05-27 12:32:56.094406
CDEV_00152,CUST_01121,DEV_01462,2026-05-14 12:32:56.094408,2026-06-07 12:32:56.094409
CDEV_00153,CUST_00089,DEV_01159,2025-09-30 12:32:56.094410,2026-05-24 12:32:56.094411
CDEV_00154,CUST_00972,DEV_00183,2025-12-24 12:32:56.094412,2026-05-24 12:32:56.094413
CDEV_00155,CUST_00512,DEV_00112,2025-10-03 12:32:56.094415,2026-05-16 12:32:56.094416
CDEV_00156,CUST_00475,DEV_01292,2026-01-17 12:32:56.094417,2026-05-27 12:32:56.094418
CDEV_00157,CUST_01970,DEV_00217,2026-03-13 12:32:56.094420,2026-06-10 12:32:56.094421
CDEV_00158,CUST_01449,DEV_00456,2026-01-21 12:32:56.094422,2026-05-19 12:32:56.094423
CDEV_00159,CUST_00904,DEV_01323,2026-01-29 12:32:56.094424,2026-05-30 12:32:56.094425
CDEV_00160,CUST_01556,DEV_00184,2026-04-14 12:32:56.094427,2026-05-23 12:32:56.094428
CDEV_00161,CUST_00300,DEV_01437,2026-01-07 12:32:56.094429,2026-05-26 12:32:56.094430
CDEV_00162,CUST_00116,DEV_00699,2025-12-30 12:32:56.094431,2026-06-01 12:32:56.094434
CDEV_00163,CUST_01219,DEV_01463,2026-02-18 12:32:56.094436,2026-06-04 12:32:56.094437
CDEV_00164,CUST_00262,DEV_01404,2025-11-09 12:32:56.094438,2026-06-03 12:32:56.094439
CDEV_00165,CUST_00986,DEV_01350,2025-12-09 12:32:56.094441,2026-06-13 12:32:56.094442
CDEV_00166,CUST_00549,DEV_01487,2025-10-02 12:32:56.094443,2026-05-17 12:32:56.094444
CDEV_00167,CUST_00403,DEV_00724,2025-09-08 12:32:56.094445,2026-05-16 12:32:56.094449
CDEV_00168,CUST_00656,DEV_00371,2026-05-08 12:32:56.094450,2026-06-13 12:32:56.094451
CDEV_00169,CUST_00114,DEV_01459,2025-12-02 12:32:56.094452,2026-06-06 12:32:56.094453
CDEV_00170,CUST_01047,DEV_00305,2025-11-14 12:32:56.094455,2026-06-03 12:32:56.094456
CDEV_00171,CUST_00252,DEV_01091,2025-08-29 12:32:56.094457,2026-05-28 12:32:56.094458
CDEV_00172,CUST_00186,DEV_01468,2026-03-10 12:32:56.094460,2026-05-17 12:32:56.094461
CDEV_00173,CUST_00469,DEV_00128,2026-01-31 12:32:56.094462,2026-06-05 12:32:56.094463
CDEV_00174,CUST_01561,DEV_00211,2026-03-25 12:32:56.094465,2026-05-23 12:32:56.094466
CDEV_00175,CUST_01593,DEV_01107,2026-03-13 12:32:56.094467,2026-05-20 12:32:56.094468
CDEV_00176,CUST_00765,DEV_00272,2025-08-27 12:32:56.094469,2026-06-13 12:32:56.094471
CDEV_00177,CUST_01388,DEV_01473,2026-02-13 12:32:56.094472,2026-05-26 12:32:56.094473
CDEV_00178,CUST_01297,DEV_00480,2026-01-17 12:32:56.094474,2026-05-28 12:32:56.094477
CDEV_00179,CUST_01762,DEV_00651,2025-12-02 12:32:56.094479,2026-06-12 12:32:56.094480
CDEV_00180,CUST_01438,DEV_00693,2026-03-07 12:32:56.094481,2026-05-21 12:32:56.094482
CDEV_00181,CUST_01390,DEV_01200,2025-12-23 12:32:56.094484,2026-05-29 12:32:56.094485
CDEV_00182,CUST_00434,DEV_01212,2025-09-11 12:32:56.094486,2026-05-26 12:32:56.094487
CDEV_00183,CUST_00996,DEV_00517,2026-02-20 12:32:56.094489,2026-06-03 12:32:56.094490
CDEV_00184,CUST_01842,DEV_01029,2025-08-25 12:32:56.094491,2026-05-29 12:32:56.094492
CDEV_00185,CUST_01927,DEV_00298,2025-11-15 12:32:56.094494,2026-06-06 12:32:56.094495
CDEV_00186,CUST_01787,DEV_00915,2025-09-20 12:32:56.094496,2026-06-11 12:32:56.094497
CDEV_00187,CUST_01166,DEV_01024,2025-11-06 12:32:56.094498,2026-05-31 12:32:56.094500
CDEV_00188,CUST_01532,DEV_00952,2025-12-16 12:32:56.094501,2026-06-10 12:32:56.094502
CDEV_00189,CUST_01402,DEV_01140,2025-12-02 12:32:56.094503,2026-05-16 12:32:56.094504
CDEV_00190,CUST_00541,DEV_01102,2026-01-15 12:32:56.094506,2026-06-07 12:32:56.094507
CDEV_00191,CUST_00570,DEV_00132,2026-04-28 12:32:56.094508,2026-05-30 12:32:56.094509
CDEV_00192,CUST_00599,DEV_00569,2026-05-07 12:32:56.094510,2026-06-01 12:32:56.094512
CDEV_00193,CUST_01350,DEV_00448,2025-10-17 12:32:56.094513,2026-05-31 12:32:56.094514
CDEV_00194,CUST_00024,DEV_00002,2025-09-05 12:32:56.094515,2026-06-12 12:32:56.094517
CDEV_00195,CUST_00793,DEV_00656,2025-10-22 12:32:56.094518,2026-06-07 12:32:56.094519
CDEV_00196,CUST_00078,DEV_00897,2026-01-16 12:32:56.094520,2026-06-11 12:32:56.094521
CDEV_00197,CUST_01158,DEV_00569,2026-03-25 12:32:56.094523,2026-05-26 12:32:56.094524
CDEV_00198,CUST_00204,DEV_00502,2026-04-10 12:32:56.094525,2026-05-22 12:32:56.094526
CDEV_00199,CUST_01032,DEV_00381,2025-10-07 12:32:56.094527,2026-05-22 12:32:56.094530
CDEV_00200,CUST_00848,DEV_00550,2026-03-29 12:32:56.094532,2026-06-10 12:32:56.094533
CDEV_00201,CUST_00593,DEV_00460,2025-11-26 12:32:56.094534,2026-06-03 12:32:56.094535
CDEV_00202,CUST_01674,DEV_00882,2026-01-23 12:32:56.094537,2026-06-13 12:32:56.094538
CDEV_00203,CUST_01670,DEV_01237,2026-01-10 12:32:56.094539,2026-05-29 12:32:56.094540
CDEV_00204,CUST_00659,DEV_00831,2026-01-30 12:32:56.094542,2026-05-21 12:32:56.094544
CDEV_00205,CUST_00671,DEV_00476,2026-03-18 12:32:56.094546,2026-05-18 12:32:56.094547
CDEV_00206,CUST_01514,DEV_01426,2026-02-07 12:32:56.094548,2026-06-05 12:32:56.094549
CDEV_00207,CUST_00042,DEV_01169,2026-04-16 12:32:56.094551,2026-06-06 12:32:56.094552
CDEV_00208,CUST_00220,DEV_01417,2025-09-08 12:32:56.094553,2026-05-29 12:32:56.094554
CDEV_00209,CUST_01375,DEV_00471,2026-04-06 12:32:56.094556,2026-05-30 12:32:56.094557
CDEV_00210,CUST_01245,DEV_00049,2026-05-11 12:32:56.094558,2026-05-20 12:32:56.094561
CDEV_00211,CUST_01472,DEV_00596,2026-01-25 12:32:56.094562,2026-05-29 12:32:56.094563
CDEV_00212,CUST_00279,DEV_00002,2026-01-27 12:32:56.094564,2026-06-13 12:32:56.094566
CDEV_00213,CUST_00016,DEV_00002,2025-10-15 12:32:56.094567,2026-06-10 12:32:56.094568
CDEV_00214,CUST_01029,DEV_00235,2026-03-06 12:32:56.094569,2026-05-16 12:32:56.094570
CDEV_00215,CUST_01422,DEV_00328,2026-04-19 12:32:56.094572,2026-05-16 12:32:56.094573
CDEV_00216,CUST_00127,DEV_01336,2026-05-08 12:32:56.094574,2026-06-04 12:32:56.094575
CDEV_00217,CUST_00695,DEV_00158,2025-11-07 12:32:56.094576,2026-05-28 12:32:56.094577
CDEV_00218,CUST_01817,DEV_00335,2026-03-10 12:32:56.094579,2026-06-12 12:32:56.094580
CDEV_00219,CUST_01152,DEV_00730,2025-09-13 12:32:56.094581,2026-06-09 12:32:56.094582
CDEV_00220,CUST_00419,DEV_01340,2026-03-27 12:32:56.094583,2026-06-01 12:32:56.094584
CDEV_00221,CUST_00637,DEV_01013,2026-02-11 12:32:56.094586,2026-05-18 12:32:56.094587
CDEV_00222,CUST_01144,DEV_00664,2025-12-28 12:32:56.094588,2026-05-30 12:32:56.094589
CDEV_00223,CUST_01743,DEV_00671,2025-12-14 12:32:56.094590,2026-06-09 12:32:56.094592
CDEV_00224,CUST_01371,DEV_00906,2025-12-14 12:32:56.094593,2026-05-31 12:32:56.094594
CDEV_00225,CUST_00223,DEV_01392,2025-12-28 12:32:56.094595,2026-05-29 12:32:56.094596
CDEV_00226,CUST_00738,DEV_00706,2026-01-11 12:32:56.094598,2026-06-09 12:32:56.094599
CDEV_00227,CUST_01568,DEV_01220,2025-11-12 12:32:56.094600,2026-05-16 12:32:56.094601
CDEV_00228,CUST_00870,DEV_01181,2025-12-02 12:32:56.094602,2026-06-12 12:32:56.094603
CDEV_00229,CUST_00688,DEV_01131,2025-10-10 12:32:56.094605,2026-06-03 12:32:56.094606
CDEV_00230,CUST_01613,DEV_00142,2026-03-08 12:32:56.094607,2026-05-26 12:32:56.094608
CDEV_00231,CUST_00236,DEV_01315,2026-05-03 12:32:56.094610,2026-06-03 12:32:56.094612
CDEV_00232,CUST_01851,DEV_00092,2026-01-23 12:32:56.094614,2026-06-01 12:32:56.094615
CDEV_00233,CUST_01175,DEV_00002,2025-10-02 12:32:56.094616,2026-05-25 12:32:56.094617
CDEV_00234,CUST_01922,DEV_01129,2026-03-15 12:32:56.094619,2026-06-09 12:32:56.094620
CDEV_00235,CUST_00862,DEV_00041,2026-05-03 12:32:56.094621,2026-05-18 12:32:56.094622
CDEV_00236,CUST_00915,DEV_01089,2025-09-27 12:32:56.094624,2026-06-08 12:32:56.094625
CDEV_00237,CUST_00521,DEV_01219,2026-04-28 12:32:56.094626,2026-05-25 12:32:56.094628
CDEV_00238,CUST_01359,DEV_01341,2025-11-20 12:32:56.094629,2026-05-29 12:32:56.094630
CDEV_00239,CUST_01632,DEV_00163,2026-05-04 12:32:56.094631,2026-05-17 12:32:56.094633
CDEV_00240,CUST_00540,DEV_00213,2026-01-16 12:32:56.094634,2026-06-03 12:32:56.094635
CDEV_00241,CUST_01177,DEV_00183,2025-12-02 12:32:56.094636,2026-06-13 12:32:56.094638
CDEV_00242,CUST_01424,DEV_00340,2026-03-26 12:32:56.094639,2026-05-26 12:32:56.094642
CDEV_00243,CUST_01465,DEV_01410,2025-10-15 12:32:56.094643,2026-05-27 12:32:56.094644
CDEV_00244,CUST_00159,DEV_00797,2026-01-01 12:32:56.094646,2026-06-05 12:32:56.094647
CDEV_00245,CUST_00858,DEV_00111,2025-12-02 12:32:56.094648,2026-05-31 12:32:56.094649
CDEV_00246,CUST_01368,DEV_00377,2025-11-29 12:32:56.094650,2026-05-22 12:32:56.094651
CDEV_00247,CUST_01900,DEV_00838,2025-09-29 12:32:56.094654,2026-05-21 12:32:56.094656
CDEV_00248,CUST_01506,DEV_01411,2026-04-05 12:32:56.094657,2026-05-18 12:32:56.094658
CDEV_00249,CUST_01326,DEV_01209,2025-09-29 12:32:56.094660,2026-06-05 12:32:56.094661
CDEV_00250,CUST_00226,DEV_00646,2025-12-16 12:32:56.094662,2026-06-08 12:32:56.094663
CDEV_00251,CUST_00296,DEV_00563,2026-04-28 12:32:56.094665,2026-06-03 12:32:56.094666
CDEV_00252,CUST_01408,DEV_00951,2026-01-02 12:32:56.094667,2026-06-12 12:32:56.094668
CDEV_00253,CUST_01650,DEV_00665,2025-11-11 12:32:56.094669,2026-05-16 12:32:56.094670
CDEV_00254,CUST_00236,DEV_01459,2026-04-02 12:32:56.094672,2026-05-16 12:32:56.094673
CDEV_00255,CUST_00802,DEV_00363,2025-11-07 12:32:56.094677,2026-05-22 12:32:56.094678
CDEV_00256,CUST_01345,DEV_00502,2025-11-30 12:32:56.094680,2026-05-31 12:32:56.094681
CDEV_00257,CUST_01025,DEV_01297,2025-09-10 12:32:56.094683,2026-05-19 12:32:56.094684
CDEV_00258,CUST_01372,DEV_01165,2025-12-23 12:32:56.094685,2026-06-13 12:32:56.094687
