customer_device_id,customer_id,device_id,first_seen,last_seen
CDEV_00028,CUST_01368,DEV_00621,2026-01-04 12:04:51.462636,2026-06-12 12:04:51.462636
CDEV_00029,CUST_01927,DEV_00298,2026-01-25 12:04:51.462636,2026-05-28 12:04:51.462636
CDEV_00030,CUST_01292,DEV_01455,2026-05-05 12:04:51.462636,2026-06-10 12:04:51.462636
CDEV_00031,CUST_00855,DEV_01244,2026-03-16 12:04:51.462636,2026-05-27 12:04:51.462636
CDEV_00032,CUST_01039,DEV_01270,2025-11-28 12:04:51.462636,2026-05-24 12:04:51.462636
CDEV_00033,CUST_00384,DEV_00270,2025-10-23 12:04:51.462636,2026-05-26 12:04:51.462636
CDEV_00034,CUST_00227,DEV_01218,2025-09-27 12:04:51.462636,2026-06-04 12:04:51.462636
CDEV_00035,CUST_00039,DEV_00002,2026-05-05 12:04:51.462636,2026-05-20 12:04:51.462636
CDEV_00036,CUST_00926,DEV_00110,2025-11-12 12:04:51.462636,2026-06-07 12:04:51.462636
CDEV_00037,CUST_00332,DEV_01014,2026-05-04 12:04:51.462636,2026-06-02 12:04:51.462636
CDEV_00038,CUST_00202,DEV_01296,2025-11-14 12:04:51.462636,2026-06-11 12:04:51.462636
CDEV_00039,CUST_00256,DEV_00993,2025-11-16 12:04:51.462636,2026-05-28 12:04:51.462636
CDEV_00040,CUST_01189,DEV_00198,2026-02-25 12:04:51.462636,2026-05-27 12:04:51.462636
CDEV_00041,CUST_01420,DEV_00278,2026-04-10 12:04:51.462636,2026-05-27 12:04:51.462636
CDEV_00042,CUST_01520,DEV_01245,2025-12-29 12:04:51.462636,2026-05-29 12:04:51.462636
CDEV_00043,CUST_01753,DEV_01462,2026-02-25 12:04:51.462636,2026-05-31 12:04:51.462636
CDEV_00044,CUST_01761,DEV_01393,2025-10-23 12:04:51.462636,2026-05-27 12:04:51.462636
CDEV_00045,CUST_01148,DEV_01002,2026-04-19 12:04:51.462636,2026-05-31 12:04:51.462636
CDEV_00046,CUST_00716,DEV_00133,2026-01-29 12:04:51.462636,2026-05-20 12:04:51.462636
CDEV_00047,CUST_00036,DEV_00002,2026-02-15 12:04:51.462636,2026-06-03 12:04:51.462636
CDEV_00048,CUST_00569,DEV_00196,2026-04-05 12:04:51.462636,2026-05-30 12:04:51.462636
CDEV_00049,CUST_01732,DEV_01312,2026-03-27 12:04:51.462636,2026-06-10 12:04:51.462636
CDEV_00050,CUST_00915,DEV_01089,2025-11-18 12:04:51.462636,2026-05-16 12:04:51.462636
CDEV_00051,CUST_01780,DEV_00245,2025-12-28 12:04:51.462636,2026-06-11 12:04:51.462636
CDEV_00052,CUST_01777,DEV_00866,2025-10-31 12:04:51.462636,2026-06-07 12:04:51.462636
CDEV_00053,CUST_00905,DEV_01018,2025-09-07 12:04:51.462636,2026-05-27 12:04:51.462636
CDEV_00054,CUST_01853,DEV_00561,2026-05-01 12:04:51.462636,2026-05-27 12:04:51.462636
CDEV_00055,CUST_01715,DEV_01431,2026-04-17 12:04:51.462636,2026-05-31 12:04:51.462636
CDEV_00056,CUST_01299,DEV_00004,2025-08-30 12:04:51.462636,2026-05-18 12:04:51.462636
CDEV_00057,CUST_00380,DEV_00714,2026-01-31 12:04:51.462636,2026-06-10 12:04:51.462636
CDEV_00058,CUST_00836,DEV_01099,2026-03-13 12:04:51.462636,2026-06-08 12:04:51.462636
CDEV_00059,CUST_01153,DEV_01405,2026-03-15 12:04:51.462636,2026-05-29 12:04:51.462636
CDEV_00060,CUST_01389,DEV_00055,2025-11-25 12:04:51.462636,2026-05-24 12:04:51.462636
CDEV_00061,CUST_00002,DEV_00121,2026-03-04 12:04:51.462636,2026-05-15 12:04:51.462636
CDEV_00062,CUST_00048,DEV_00832,2026-02-27 12:04:51.462636,2026-05-19 12:04:51.462636
CDEV_00063,CUST_01609,DEV_01272,2026-02-21 12:04:51.462636,2026-06-06 12:04:51.462636
CDEV_00064,CUST_01564,DEV_00069,2026-01-11 12:04:51.462636,2026-06-10 12:04:51.462636
CDEV_00065,CUST_00696,DEV_00552,2026-02-09 12:04:51.462636,2026-06-02 12:04:51.462636
CDEV_00066,CUST_00158,DEV_01479,2025-10-27 12:04:51.462636,2026-05-28 12:04:51.462636
CDEV_00067,CUST_01345,DEV_00551,2025-09-01 12:04:51.462636,2026-06-08 12:04:51.462636
CDEV_00068,CUST_01703,DEV_01176,2025-11-18 12:04:51.462636,2026-06-12 12:04:51.462636
CDEV_00069,CUST_01232,DEV_01349,2026-01-25 12:04:51.462636,2026-05-27 12:04:51.462636
CDEV_00070,CUST_01056,DEV_00933,2025-11-19 12:04:51.462636,2026-05-19 12:04:51.462636
CDEV_00071,CUST_00925,DEV_00201,2025-10-07 12:04:51.462636,2026-06-09 12:04:51.462636
CDEV_00072,CUST_00202,DEV_00888,2025-10-09 12:04:51.462636,2026-06-07 12:04:51.462636
CDEV_00073,CUST_00538,DEV_00215,2025-09-21 12:04:51.462636,2026-05-21 12:04:51.462636
CDEV_00074,CUST_01890,DEV_00353,2026-03-16 12:04:51.462636,2026-06-04 12:04:51.464142
CDEV_00075,CUST_00054,DEV_00107,2026-03-28 12:04:51.464142,2026-06-06 12:04:51.464142
CDEV_00076,CUST_00848,DEV_00550,2025-12-23 12:04:51.464142,2026-05-18 12:04:51.464142
CDEV_00077,CUST_00004,DEV_00002,2026-02-14 12:04:51.464142,2026-05-28 12:04:51.464142
CDEV_00078,CUST_01255,DEV_01352,2025-09-03 12:04:51.464142,2026-06-06 12:04:51.464142
CDEV_00079,CUST_00044,DEV_01082,2026-03-02 12:04:51.464142,2026-06-06 12:04:51.464142
CDEV_00080,CUST_01745,DEV_00871,2025-12-04 12:04:51.464142,2026-05-23 12:04:51.464142
CDEV_00081,CUST_01961,DEV_01314,2025-09-05 12:04:51.464142,2026-06-05 12:04:51.464142
CDEV_00082,CUST_00482,DEV_00101,2025-09-06 12:04:51.464142,2026-05-16 12:04:51.464142
CDEV_00083,CUST_01002,DEV_00980,2026-01-04 12:04:51.464142,2026-06-07 12:04:51.464142
CDEV_00084,CUST_01586,DEV_01138,2026-03-24 12:04:51.464142,2026-05-22 12:04:51.464142
CDEV_00085,CUST_00668,DEV_01090,2025-12-07 12:04:51.464142,2026-05-20 12:04:51.464142
CDEV_00086,CUST_01529,DEV_00114,2026-02-26 12:04:51.464142,2026-06-12 12:04:51.464142
CDEV_00087,CUST_01127,DEV_00447,2026-01-05 12:04:51.464142,2026-06-07 12:04:51.464142
CDEV_00088,CUST_01330,DEV_00755,2026-04-27 12:04:51.464142,2026-05-29 12:04:51.464142
CDEV_00089,CUST_00042,DEV_01169,2026-01-12 12:04:51.464142,2026-05-15 12:04:51.464142
CDEV_00090,CUST_00207,DEV_01187,2025-09-10 12:04:51.464142,2026-06-04 12:04:51.464142
CDEV_00091,CUST_00946,DEV_00060,2026-03-18 12:04:51.464142,2026-06-01 12:04:51.464142
CDEV_00092,CUST_00580,DEV_00294,2025-08-27 12:04:51.464142,2026-05-29 12:04:51.464142
CDEV_00093,CUST_00761,DEV_00421,2026-04-11 12:04:51.464142,2026-05-24 12:04:51.464142
CDEV_00094,CUST_00344,DEV_00396,2025-12-18 12:04:51.464142,2026-06-08 12:04:51.464142
CDEV_00095,CUST_01995,DEV_00050,2025-11-20 12:04:51.464142,2026-06-11 12:04:51.464142
CDEV_00096,CUST_01746,DEV_01331,2025-11-27 12:04:51.464142,2026-05-25 12:04:51.464142
CDEV_00097,CUST_00449,DEV_00864,2026-03-06 12:04:51.464142,2026-05-22 12:04:51.464142
CDEV_00098,CUST_00738,DEV_00706,2025-11-27 12:04:51.464142,2026-06-05 12:04:51.464142
CDEV_00099,CUST_01792,DEV_00467,2026-05-13 12:04:51.464142,2026-05-16 12:04:51.464142
CDEV_00100,CUST_00007,DEV_00002,2025-11-09 12:04:51.464142,2026-06-01 12:04:51.464142
CDEV_00101,CUST_00114,DEV_01459,2025-09-05 12:04:51.464142,2026-05-28 12:04:51.464142
CDEV_00102,CUST_00787,DEV_00958,2026-01-20 12:04:51.464142,2026-05-31 12:04:51.464142
CDEV_00103,CUST_01009,DEV_00867,2025-12-14 12:04:51.464142,2026-05-22 12:04:51.464142
CDEV_00104,CUST_00838,DEV_01242,2026-02-10 12:04:51.464142,2026-05-28 12:04:51.464142
CDEV_00105,CUST_00881,DEV_00536,2026-01-27 12:04:51.464142,2026-05-29 12:04:51.464142
CDEV_00106,CUST_00506,DEV_00960,2025-11-17 12:04:51.464142,2026-05-29 12:04:51.464142
CDEV_00107,CUST_00230,DEV_00608,2026-02-27 12:04:51.464142,2026-06-05 12:04:51.464142
CDEV_00108,CUST_00155,DEV_00813,2025-08-21 12:04:51.464142,2026-05-20 12:04:51.464142
CDEV_00109,CUST_01214,DEV_01374,2026-03-25 12:04:51.464142,2026-05-30 12:04:51.464142
CDEV_00110,CUST_00559,DEV_00090,2026-04-08 12:04:51.464142,2026-06-08 12:04:51.464142
CDEV_00111,CUST_01555,DEV_00192,2026-02-27 12:04:51.464142,2026-06-10 12:04:51.464142
CDEV_00112,CUST_00656,DEV_01494,2026-01-12 12:04:51.464142,2026-06-02 12:04:51.464142
CDEV_00113,CUST_01752,DEV_01033,2026-03-22 12:04:51.464142,2026-06-09 12:04:51.464142
CDEV_00114,CUST_01775,DEV_00986,2026-04-07 12:04:51.464142,2026-06-05 12:04:51.464142
CDEV_00115,CUST_00322,DEV_01491,2026-01-28 12:04:51.464142,2026-06-11 12:04:51.464142
CDEV_00116,CUST_00888,DEV_00491,2026-03-21 12:04:51.464142,2026-06-12 12:04:51.464142
CDEV_00117,CUST_01346,DEV_00408,2025-09-13 12:04:51.464142,2026-06-02 12:04:51.464142
CDEV_00118,CUST_01812,DEV_01204,2026-02-07 12:04:51.464142,2026-06-01 12:04:51.464142
CDEV_00119,CUST_01932,DEV_00321,2026-04-22 12:04:51.464142,2026-06-07 12:04:51.464142
CDEV_00120,CUST_00655,DEV_00176,2026-01-01 12:04:51.464142,2026-05-31 12:04:51.464142
CDEV_00121,CUST_01466,DEV_00246,2025-12-23 12:04:51.464142,2026-05-27 12:04:51.464142
CDEV_00122,CUST_00124,DEV_01085,2025-12-18 12:04:51.464142,2026-05-21 12:04:51.464142
CDEV_00123,CUST_00330,DEV_01260,2026-03-22 12:04:51.464142,2026-06-07 12:04:51.464142
CDEV_00124,CUST_01225,DEV_01454,2026-01-26 12:04:51.464142,2026-06-08 12:04:51.464142
CDEV_00125,CUST_00859,DEV_01341,2026-03-11 12:04:51.464142,2026-06-07 12:04:51.464142
CDEV_00126,CUST_01501,DEV_00751,2026-01-18 12:04:51.464142,2026-05-16 12:04:51.464142
CDEV_00127,CUST_00970,DEV_00268,2026-02-16 12:04:51.464142,2026-06-11 12:04:51.464142
CDEV_00128,CUST_01221,DEV_00119,2025-09-09 12:04:51.464142,2026-05-18 12:04:51.464142
CDEV_00129,CUST_00122,DEV_00957,2026-01-07 12:04:51.464142,2026-05-27 12:04:51.464142
CDEV_00130,CUST_00897,DEV_01002,2025-12-01 12:04:51.464142,2026-05-15 12:04:51.464142
CDEV_00131,CUST_01073,DEV_01183,2025-09-14 12:04:51.464142,2026-06-11 12:04:51.464142
CDEV_00132,CUST_01511,DEV_01259,2025-12-10 12:04:51.464142,2026-06-06 12:04:51.464142
CDEV_00133,CUST_01209,DEV_00113,2026-03-22 12:04:51.464142,2026-06-05 12:04:51.464142
CDEV_00134,CUST_01970,DEV_00552,2025-09-11 12:04:51.464142,2026-06-12 12:04:51.464142
CDEV_00135,CUST_00699,DEV_01362,2025-08-18 12:04:51.464142,2026-06-01 12:04:51.464142
CDEV_00136,CUST_00918,DEV_00180,2025-10-01 12:04:51.464142,2026-05-27 12:04:51.464142
CDEV_00137,CUST_00344,DEV_01194,2026-01-29 12:04:51.464142,2026-05-28 12:04:51.464142
CDEV_00138,CUST_00016,DEV_00002,2026-02-17 12:04:51.464142,2026-06-09 12:04:51.464142
CDEV_00139,CUST_00686,DEV_01363,2026-01-19 12:04:51.464142,2026-06-09 12:04:51.464142
CDEV_00140,CUST_00721,DEV_00560,2025-10-09 12:04:51.464142,2026-05-17 12:04:51.464142
CDEV_00141,CUST_00088,DEV_01379,2026-02-08 12:04:51.464142,2026-06-08 12:04:51.464142
CDEV_00142,CUST_00257,DEV_00433,2025-11-03 12:04:51.464142,2026-05-23 12:04:51.464142
CDEV_00143,CUST_01892,DEV_00830,2026-04-17 12:04:51.464142,2026-05-27 12:04:51.464142
CDEV_00144,CUST_00435,DEV_00264,2026-05-11 12:04:51.464142,2026-05-24 12:04:51.464142
CDEV_00145,CUST_01016,DEV_00387,2026-01-27 12:04:51.464142,2026-05-29 12:04:51.464142
CDEV_00146,CUST_00600,DEV_01186,2026-04-10 12:04:51.464142,2026-06-01 12:04:51.464142
CDEV_00147,CUST_00585,DEV_00947,2026-03-21 12:04:51.464142,2026-05-24 12:04:51.464142
CDEV_00148,CUST_00041,DEV_00002,2026-01-16 12:04:51.464142,2026-06-10 12:04:51.464142
CDEV_00149,CUST_00237,DEV_00822,2025-09-27 12:04:51.464142,2026-05-17 12:04:51.464142
CDEV_00150,CUST_01115,DEV_00500,2025-12-11 12:04:51.464142,2026-06-04 12:04:51.464142
CDEV_00151,CUST_00512,DEV_00017,2026-01-08 12:04:51.464142,2026-05-26 12:04:51.464142
CDEV_00152,CUST_01728,DEV_01105,2026-05-13 12:04:51.464142,2026-06-06 12:04:51.464142
CDEV_00153,CUST_01243,DEV_00277,2025-09-29 12:04:51.464142,2026-05-23 12:04:51.464142
CDEV_00154,CUST_00932,DEV_00458,2025-12-23 12:04:51.464142,2026-05-23 12:04:51.464142
CDEV_00155,CUST_00155,DEV_01199,2025-10-02 12:04:51.464142,2026-05-15 12:04:51.464142
CDEV_00156,CUST_00928,DEV_00460,2026-01-16 12:04:51.464142,2026-05-26 12:04:51.464142
CDEV_00157,CUST_00834,DEV_00823,2026-03-12 12:04:51.464142,2026-06-09 12:04:51.464142
CDEV_00158,CUST_01787,DEV_00915,2026-01-20 12:04:51.464142,2026-05-18 12:04:51.464142
CDEV_00159,CUST_00911,DEV_00624,2026-01-28 12:04:51.464142,2026-05-29 12:04:51.464142
CDEV_00160,CUST_00312,DEV_00334,2026-04-13 12:04:51.464142,2026-05-22 12:04:51.464142
CDEV_00161,CUST_00200,DEV_00524,2026-01-06 12:04:51.464142,2026-05-25 12:04:51.464142
CDEV_00162,CUST_01072,DEV_00143,2025-12-29 12:04:51.464142,2026-05-31 12:04:51.464142
CDEV_00163,CUST_01956,DEV_00398,2026-02-17 12:04:51.464142,2026-06-03 12:04:51.464142
CDEV_00164,CUST_01077,DEV_00706,2025-11-08 12:04:51.464142,2026-06-02 12:04:51.464142
CDEV_00165,CUST_01713,DEV_00027,2025-12-08 12:04:51.464142,2026-06-12 12:04:51.464142
CDEV_00166,CUST_01986,DEV_01148,2025-10-01 12:04:51.464142,2026-05-16 12:04:51.464142
CDEV_00167,CUST_00579,DEV_00318,2025-09-07 12:04:51.464142,2026-05-15 12:04:51.464142
CDEV_00168,CUST_00391,DEV_00669,2026-05-07 12:04:51.464142,2026-06-12 12:04:51.464142
CDEV_00169,CUST_01031,DEV_01356,2025-12-01 12:04:51.464142,2026-06-05 12:04:51.464142
CDEV_00170,CUST_01563,DEV_00677,2025-11-13 12:04:51.464142,2026-06-02 12:04:51.464142
CDEV_00171,CUST_01214,DEV_01370,2025-08-28 12:04:51.464142,2026-05-27 12:04:51.464142
CDEV_00172,CUST_01837,DEV_01065,2026-03-09 12:04:51.464142,2026-05-16 12:04:51.464142
CDEV_00173,CUST_01135,DEV_01365,2026-01-30 12:04:51.464142,2026-06-04 12:04:51.464142
CDEV_00174,CUST_00067,DEV_01301,2026-03-24 12:04:51.464142,2026-05-22 12:04:51.464142
CDEV_00175,CUST_00027,DEV_00775,2026-03-12 12:04:51.464142,2026-05-19 12:04:51.464142
CDEV_00176,CUST_01820,DEV_00870,2025-08-26 12:04:51.464142,2026-06-12 12:04:51.464142
CDEV_00177,CUST_00386,DEV_00579,2026-02-12 12:04:51.464142,2026-05-25 12:04:51.464142
CDEV_00178,CUST_00660,DEV_01001,2026-01-16 12:04:51.464142,2026-05-27 12:04:51.464142
CDEV_00179,CUST_00774,DEV_00638,2025-12-01 12:04:51.464142,2026-06-11 12:04:51.464142
CDEV_00180,CUST_00443,DEV_01190,2026-03-06 12:04:51.464142,2026-05-20 12:04:51.464142
CDEV_00181,CUST_01822,DEV_00269,2025-12-22 12:04:51.464142,2026-05-28 12:04:51.464142
CDEV_00182,CUST_00105,DEV_01489,2025-09-10 12:04:51.464142,2026-05-25 12:04:51.464142
CDEV_00183,CUST_00323,DEV_00512,2026-02-19 12:04:51.464142,2026-06-02 12:04:51.464142
CDEV_00184,CUST_00863,DEV_00574,2025-08-24 12:04:51.464142,2026-05-28 12:04:51.464142
CDEV_00185,CUST_00865,DEV_00513,2025-11-14 12:04:51.464142,2026-06-05 12:04:51.464142
CDEV_00186,CUST_00527,DEV_00432,2025-09-19 12:04:51.464142,2026-06-10 12:04:51.464142
CDEV_00187,CUST_00436,DEV_00514,2025-11-05 12:04:51.464142,2026-05-30 12:04:51.464142
CDEV_00188,CUST_00420,DEV_01345,2025-12-15 12:04:51.464142,2026-06-09 12:04:51.464142
CDEV_00189,CUST_01586,DEV_01075,2025-12-01 12:04:51.464142,2026-05-15 12:04:51.464142
CDEV_00190,CUST_00703,DEV_01281,2026-01-14 12:04:51.464142,2026-06-06 12:04:51.464142
CDEV_00191,CUST_01800,DEV_00160,2026-04-27 12:04:51.464142,2026-05-29 12:04:51.464142
CDEV_00192,CUST_00897,DEV_00227,2026-05-06 12:04:51.464142,2026-05-31 12:04:51.464142
CDEV_00193,CUST_01689,DEV_01197,2025-10-16 12:04:51.464142,2026-05-30 12:04:51.464142
CDEV_00194,CUST_00791,DEV_00487,2025-09-04 12:04:51.464142,2026-06-11 12:04:51.464142
CDEV_00195,CUST_01392,DEV_01033,2025-10-21 12:04:51.464142,2026-06-06 12:04:51.464142
CDEV_00196,CUST_01788,DEV_01402,2026-01-15 12:04:51.464142,2026-06-10 12:04:51.464142
CDEV_00197,CUST_01458,DEV_00975,2026-03-24 12:04:51.464142,2026-05-25 12:04:51.464142
CDEV_00198,CUST_01330,DEV_00714,2026-04-09 12:04:51.464142,2026-05-21 12:04:51.464142
CDEV_00199,CUST_00892,DEV_00163,2025-10-06 12:04:51.464142,2026-05-21 12:04:51.464142
CDEV_00200,CUST_01635,DEV_00477,2026-03-28 12:04:51.464142,2026-06-09 12:04:51.464142
CDEV_00201,CUST_01869,DEV_00596,2025-11-25 12:04:51.464142,2026-06-02 12:04:51.464142
CDEV_00202,CUST_00521,DEV_01336,2026-01-22 12:04:51.464142,2026-06-12 12:04:51.464142
CDEV_00203,CUST_01855,DEV_00881,2026-01-09 12:04:51.464142,2026-05-28 12:04:51.464142
CDEV_00204,CUST_01664,DEV_00290,2026-01-29 12:04:51.464142,2026-05-20 12:04:51.464142
CDEV_00205,CUST_00508,DEV_00684,2026-03-17 12:04:51.464142,2026-05-17 12:04:51.464142
CDEV_00206,CUST_01678,DEV_00230,2026-02-06 12:04:51.464142,2026-06-04 12:04:51.464142
CDEV_00207,CUST_00222,DEV_00261,2026-04-15 12:04:51.464142,2026-06-05 12:04:51.464142
CDEV_00208,CUST_01928,DEV_01262,2025-09-07 12:04:51.464142,2026-05-28 12:04:51.464142
CDEV_00209,CUST_01336,DEV_00583,2026-04-05 12:04:51.464142,2026-05-29 12:04:51.464142
CDEV_00210,CUST_01559,DEV_00877,2026-05-10 12:04:51.464142,2026-05-19 12:04:51.464142
CDEV_00211,CUST_00889,DEV_00663,2026-01-24 12:04:51.464142,2026-05-28 12:04:51.464142
CDEV_00212,CUST_00035,DEV_01444,2026-01-26 12:04:51.464142,2026-06-12 12:04:51.464142
CDEV_00213,CUST_01284,DEV_00978,2025-10-14 12:04:51.464142,2026-06-09 12:04:51.464142
CDEV_00214,CUST_00694,DEV_00185,2026-03-05 12:04:51.464142,2026-05-15 12:04:51.464142
CDEV_00215,CUST_00663,DEV_00364,2026-04-18 12:04:51.464142,2026-05-15 12:04:51.464142
CDEV_00216,CUST_00800,DEV_00418,2026-05-07 12:04:51.464142,2026-06-03 12:04:51.464142
CDEV_00217,CUST_01237,DEV_00148,2025-11-06 12:04:51.464142,2026-05-27 12:04:51.464142
CDEV_00218,CUST_00776,DEV_01495,2026-03-09 12:04:51.464142,2026-06-11 12:04:51.464142
CDEV_00219,CUST_01516,DEV_00656,2025-09-12 12:04:51.464142,2026-06-08 12:04:51.464142
CDEV_00220,CUST_01559,DEV_01206,2026-03-26 12:04:51.464142,2026-05-31 12:04:51.464142
CDEV_00221,CUST_01447,DEV_01155,2026-02-10 12:04:51.464142,2026-05-17 12:04:51.464142
CDEV_00222,CUST_00143,DEV_00019,2025-12-27 12:04:51.464142,2026-05-29 12:04:51.464142
CDEV_00223,CUST_00192,DEV_00137,2025-12-13 12:04:51.464142,2026-06-08 12:04:51.464142
CDEV_00224,CUST_01833,DEV_01494,2025-12-13 12:04:51.464142,2026-05-30 12:04:51.464142
CDEV_00225,CUST_00775,DEV_01020,2025-12-27 12:04:51.464142,2026-05-28 12:04:51.464142
CDEV_00226,CUST_00789,DEV_00193,2026-01-10 12:04:51.464142,2026-06-08 12:04:51.464142
CDEV_00227,CUST_01899,DEV_01027,2025-11-11 12:04:51.464142,2026-05-15 12:04:51.464142
CDEV_00228,CUST_01704,DEV_00647,2025-12-01 12:04:51.464142,2026-06-11 12:04:51.464142
CDEV_00229,CUST_00815,DEV_00912,2025-10-09 12:04:51.464142,2026-06-02 12:04:51.464142
CDEV_00230,CUST_01506,DEV_01411,2026-03-07 12:04:51.464142,2026-05-25 12:04:51.464142
CDEV_00231,CUST_00935,DEV_00138,2026-05-02 12:04:51.464142,2026-06-02 12:04:51.464142
CDEV_00232,CUST_00158,DEV_00656,2026-01-22 12:04:51.464142,2026-05-31 12:04:51.464142
CDEV_00233,CUST_00370,DEV_00789,2025-10-01 12:04:51.464142,2026-05-24 12:04:51.464142
CDEV_00234,CUST_00236,DEV_00936,2026-03-14 12:04:51.464142,2026-06-08 12:04:51.464142
CDEV_00235,CUST_01950,DEV_00939,2026-05-02 12:04:51.464142,2026-05-17 12:04:51.464142
CDEV_00236,CUST_00346,DEV_00500,2025-09-26 12:04:51.464142,2026-06-07 12:04:51.464142
CDEV_00237,CUST_01015,DEV_00494,2026-04-27 12:04:51.464142,2026-05-24 12:04:51.464142
CDEV_00238,CUST_00400,DEV_01464,2025-11-19 12:04:51.464142,2026-05-28 12:04:51.464142
CDEV_00239,CUST_01418,DEV_01360,2026-05-03 12:04:51.464142,2026-05-16 12:04:51.464142
CDEV_00240,CUST_00742,DEV_00060,2026-01-15 12:04:51.464142,2026-06-02 12:04:51.464142
CDEV_00241,CUST_01859,DEV_01032,2025-12-01 12:04:51.464142,2026-06-12 12:04:51.464142
CDEV_00242,CUST_01858,DEV_01455,2026-03-25 12:04:51.464142,2026-05-25 12:04:51.464142
CDEV_00243,CUST_00104,DEV_01404,2025-10-14 12:04:51.464142,2026-05-26 12:04:51.464142
CDEV_00244,CUST_00260,DEV_00392,2025-12-31 12:04:51.464142,2026-06-04 12:04:51.464142
CDEV_00245,CUST_01833,DEV_00602,2025-12-01 12:04:51.464142,2026-05-30 12:04:51.464142
CDEV_00246,CUST_01085,DEV_00658,2025-11-28 12:04:51.464142,2026-05-21 12:04:51.464142
CDEV_00247,CUST_01094,DEV_00454,2025-09-28 12:04:51.464142,2026-05-20 12:04:51.464142
CDEV_00248,CUST_01101,DEV_01267,2026-04-04 12:04:51.464142,2026-05-17 12:04:51.464142
CDEV_00249,CUST_00319,DEV_01456,2025-09-28 12:04:51.464142,2026-06-04 12:04:51.464142
CDEV_00250,CUST_01122,DEV_00497,2025-12-15 12:04:51.464142,2026-06-07 12:04:51.464142
CDEV_00251,CUST_00850,DEV_01165,2026-04-27 12:04:51.464142,2026-06-02 12:04:51.464142
CDEV_00252,CUST_00261,DEV_01400,2026-01-01 12:04:51.464142,2026-06-11 12:04:51.464142
CDEV_00253,CUST_00405,DEV_00294,2025-11-10 12:04:51.464142,2026-05-15 12:04:51.464142
CDEV_00254,CUST_00650,DEV_01190,2026-04-01 12:04:51.464142,2026-05-15 12:04:51.464142
CDEV_00255,CUST_00963,DEV_00698,2025-11-06 12:04:51.464142,2026-05-21 12:04:51.464142
CDEV_00256,CUST_00601,DEV_01476,2025-11-29 12:04:51.464142,2026-05-30 12:04:51.464142
CDEV_00257,CUST_01549,DEV_01153,2025-09-09 12:04:51.464142,2026-05-18 12:04:51.464142
CDEV_00258,CUST_01156,DEV_01253,2025-12-22 12:04:51.464142,2026-06-12 12:04:51.464142
