behavior_id,customer_id,transaction_id,device_id,login_timestamp,logout_timestamp,session_duration_minutes,behavior_risk_score,account_takeover_suspected,transaction_frequency_24h,avg_transaction_amount_7d,failed_transaction_count_24h,unusual_amount_flag,unusual_location_flag,typing_speed_flag,fraud_flag,fraud_risk,created_at
BEH_00045,CUST_01028,TX_f207b4b930874b868138838668925c69,DEV_00715,2026-02-10 16:53:51.710558,2026-02-10 17:18:51.710558,25,2.48,False,5,488.79,0,False,False,False,False,Low,2026-06-13 12:04:53.670684
BEH_00046,CUST_01915,TX_f660bbace65041c79ee4ef51af6776ec,DEV_01106,2026-01-21 05:07:51.710558,2026-01-21 05:24:51.710558,17,26.09,False,5,101.61,1,False,False,False,False,Low,2026-06-13 12:04:53.670684
BEH_00047,CUST_00668,TX_8289d2b7072443899425ddde9c17e454,DEV_01090,2026-06-05 22:08:51.710558,2026-06-05 22:23:51.710558,15,2.58,False,3,28.76,1,False,False,False,False,Low,2026-06-13 12:04:53.670684
BEH_00048,CUST_00278,TX_5394fc640e7b4e3e86c1a2568d7e691e,DEV_01084,2026-05-17 00:06:51.710558,2026-05-17 00:28:51.710558,22,1.92,False,5,75.53,1,False,False,False,False,Low,2026-06-13 12:04:53.670684
BEH_00049,CUST_01333,TX_32b0da8e336746e0b5a736b15b3cd592,DEV_00784,2025-12-20 18:31:51.710558,2025-12-20 18:51:51.710558,20,4.92,False,1,243.91,1,False,False,False,False,Low,2026-06-13 12:04:53.670684
BEH_00050,CUST_00216,TX_60c6e6f063c545268193862c0d5d1944,DEV_01197,2026-04-27 00:09:51.710558,2026-04-27 00:18:51.710558,9,39.05,False,3,96.25,1,False,False,False,False,Low,2026-06-13 12:04:53.670684
BEH_00051,CUST_00846,TX_6ff795791fdb4b058522626b5210e474,DEV_00904,2026-01-12 04:57:51.710558,2026-01-12 05:08:51.710558,11,30.52,False,4,82.01,1,False,False,False,False,Low,2026-06-13 12:04:53.670684
BEH_00052,CUST_01982,TX_5997435fa13c4bac8631c9b20c23666b,DEV_00312,2026-05-28 00:50:51.710558,2026-05-28 01:05:51.710558,15,8.74,False,4,434.86,1,False,False,False,False,Low,2026-06-13 12:04:53.670684
BEH_00053,CUST_00031,TX_2bd2610cb5084d56ada66c5c17d68a3e,DEV_00002,2026-02-24 16:32:51.710558,2026-02-24 16:45:51.710558,13,79.36,True,33,41508.26,12,True,True,True,True,High,2026-06-13 12:04:53.670684
BEH_00054,CUST_01151,TX_0764d1dedfb74617834e7cc3280cd90a,DEV_00671,2026-01-16 05:06:51.710558,2026-01-16 05:19:51.710558,13,21.06,False,4,479.53,1,False,False,False,False,Low,2026-06-13 12:04:53.670684
BEH_00055,CUST_01975,TX_fb9c829d3b1d4b1b9aa188789aa37c63,DEV_00010,2026-05-27 19:37:51.710558,2026-05-27 19:44:51.710558,7,21.68,False,5,191.72,1,False,False,False,False,Low,2026-06-13 12:04:53.670684
BEH_00056,CUST_01088,TX_7c9f45d6df4740c8af14101832bdd4f0,DEV_00811,2026-01-08 15:12:51.710558,2026-01-08 15:26:51.710558,14,35.29,False,5,36.68,0,False,False,False,False,Low,2026-06-13 12:04:53.670684
BEH_00057,CUST_01738,TX_8182aa2b98aa42d59752b6658c2b1182,DEV_00898,2026-04-03 20:57:51.710558,2026-04-03 21:14:51.710558,17,4.1,False,1,195.74,1,False,False,False,False,Low,2026-06-13 12:04:53.670684
BEH_00058,CUST_00962,TX_1be3cd1afd634301ac4667b6f961124a,DEV_01298,2026-04-07 11:53:51.710558,2026-04-07 12:09:51.710558,16,11.21,False,5,318.88,1,False,False,False,False,Low,2026-06-13 12:04:53.670684
BEH_00059,CUST_00841,TX_b3402322c4c94466bff685eb1dbf85f7,DEV_01078,2026-05-08 02:39:51.710558,2026-05-08 02:47:51.710558,8,23.87,False,5,86.84,0,False,False,False,False,Low,2026-06-13 12:04:53.670684
BEH_00060,CUST_01053,TX_676506303116446286d937635a7ef92c,DEV_00030,2026-03-28 20:20:51.710558,2026-03-28 20:28:51.710558,8,31.43,False,5,64.06,0,False,False,False,False,Low,2026-06-13 12:04:53.670684
BEH_00061,CUST_00243,TX_5cfec1c0af6a44e5a248f8cb95d7fbe5,DEV_00219,2026-05-21 00:54:51.710558,2026-05-21 01:11:51.710558,17,18.95,False,2,349.96,0,False,False,False,False,Low,2026-06-13 12:04:53.670684
BEH_00062,CUST_00674,TX_dd9e35df3d004d6aa82d15e5c60403b5,DEV_00558,2026-04-26 15:15:51.710558,2026-04-26 15:37:51.710558,22,7.98,False,2,159.76,1,False,False,False,False,Low,2026-06-13 12:04:53.670684
BEH_00063,CUST_01377,TX_f2e60980781845e88cc964f88118fac4,DEV_00258,2026-04-21 01:49:51.710558,2026-04-21 02:02:51.710558,13,37.59,False,3,431.51,0,False,False,False,False,Low,2026-06-13 12:04:53.670684
BEH_00064,CUST_01028,TX_9d8a01a76e4c465684de8f93357f108c,DEV_00715,2026-05-26 09:56:51.710558,2026-05-26 10:04:51.710558,8,8.72,False,2,492.38,0,False,False,False,False,Low,2026-06-13 12:04:53.670684
BEH_00065,CUST_01595,TX_cdabb59ee13c47759beac7f726da518f,DEV_00686,2026-03-26 22:57:51.710558,2026-03-26 23:18:51.710558,21,30.04,False,1,219.37,1,False,False,False,False,Low,2026-06-13 12:04:53.670684
BEH_00066,CUST_01837,TX_70af60c6d119486ebf81858d4878bc23,DEV_00434,2026-05-12 06:13:51.710558,2026-05-12 06:31:51.710558,18,22.71,False,1,340.74,0,False,False,False,False,Low,2026-06-13 12:04:53.670684
BEH_00067,CUST_01139,TX_ec6719553ce2494abe3aedb0ef941876,DEV_01394,2026-01-09 15:18:51.710558,2026-01-09 15:36:51.710558,18,4.68,False,1,419.46,0,False,False,False,False,Low,2026-06-13 12:04:53.670684
BEH_00068,CUST_01380,TX_e24fce5bca7940ddabcb1d7e1bf34c68,DEV_01137,2026-05-03 19:22:51.710558,2026-05-03 19:35:51.710558,13,3.15,False,1,148.4,1,False,False,False,False,Low,2026-06-13 12:04:53.670684
BEH_00069,CUST_01766,TX_4b58e5e9c0f7446da6219cdbfe584e93,DEV_00871,2026-04-07 05:30:51.710558,2026-04-07 05:37:51.710558,7,30.43,False,3,495.07,1,False,False,False,False,Low,2026-06-13 12:04:53.670684
BEH_00070,CUST_01374,TX_ce6baf325ee84519a92e72dfc883cd3f,DEV_01391,2026-01-10 07:59:51.710558,2026-01-10 08:17:51.710558,18,3.17,False,2,297.07,0,False,False,False,False,Low,2026-06-13 12:04:53.670684
BEH_00071,CUST_00879,TX_f3b0e6a8c5424bccb7e23b93ff9adab1,DEV_01094,2026-02-11 23:49:51.710558,2026-02-11 23:58:51.710558,9,19.5,False,2,471.47,1,False,False,False,False,Low,2026-06-13 12:04:53.670684
BEH_00072,CUST_00048,TX_1250b7e2b476415a85f35b851da9cd54,DEV_00967,2026-04-28 21:17:51.710558,2026-04-28 21:27:51.710558,10,12.14,False,2,66.43,1,False,False,False,False,Low,2026-06-13 12:04:53.670684
BEH_00073,CUST_01895,TX_c80cd9c4262d48f6a8fffb59cc910f34,DEV_00731,2026-03-12 04:52:51.710558,2026-03-12 05:01:51.710558,9,4.73,False,5,403.03,1,False,False,False,False,Low,2026-06-13 12:04:53.670684
BEH_00074,CUST_00250,TX_564f5657813e40bd97f50264e903a746,DEV_00647,2026-02-14 17:27:51.710558,2026-02-14 17:43:51.710558,16,26.48,False,5,379.53,1,False,False,False,False,Low,2026-06-13 12:04:53.670684
BEH_00075,CUST_01429,TX_8a0c2cffe8044c30983d40fb8522af05,DEV_00058,2026-04-29 07:32:51.710558,2026-04-29 07:44:51.710558,12,30.42,False,3,366.93,0,False,False,False,False,Low,2026-06-13 12:04:53.670684
BEH_00076,CUST_00640,TX_4d654780ee0e42a18bf98fdb8a984f3a,DEV_00356,2026-01-29 12:23:51.710558,2026-01-29 12:43:51.710558,20,18.78,False,3,107.02,1,False,False,False,False,Low,2026-06-13 12:04:53.670684
BEH_00077,CUST_00917,TX_5d661ec71f8a4beb8ccbe503c506e1e9,DEV_00619,2026-04-18 15:39:51.710558,2026-04-18 15:54:51.710558,15,33.26,False,1,267.62,0,False,False,False,False,Low,2026-06-13 12:04:53.670684
BEH_00078,CUST_01632,TX_9664572972b242f79bc27a49b05e8aca,DEV_01251,2026-03-14 06:41:51.710558,2026-03-14 06:57:51.710558,16,6.94,False,5,355.57,1,False,False,False,False,Low,2026-06-13 12:04:53.670684
BEH_00079,CUST_00880,TX_016225ddb1804698861fe2b2ef5fa8a3,DEV_01163,2026-05-09 22:13:51.710558,2026-05-09 22:19:51.710558,6,12.58,False,4,432.98,1,False,False,False,False,Low,2026-06-13 12:04:53.670684
BEH_00080,CUST_00232,TX_e32e11f036ff4924b91aff98dc40435e,DEV_00933,2025-12-21 17:31:51.710558,2025-12-21 17:48:51.710558,17,35.24,False,4,343.2,1,False,False,False,False,Low,2026-06-13 12:04:53.670684
BEH_00081,CUST_01845,TX_6729e4d210aa4640859361c5eb295722,DEV_01125,2026-03-08 08:08:51.710558,2026-03-08 08:21:51.710558,13,39.25,False,2,37.36,0,False,False,False,False,Low,2026-06-13 12:04:53.670684
BEH_00082,CUST_01198,TX_41ce9e2f21f04885bc0d953ef3cdf93a,DEV_01414,2026-03-18 07:22:51.710558,2026-03-18 07:37:51.710558,15,27.09,False,5,362.13,1,False,False,False,False,Low,2026-06-13 12:04:53.670684
BEH_00083,CUST_01470,TX_577647fc4dfd4b869e4f5f6f6767f174,DEV_00218,2026-04-09 12:55:51.710558,2026-04-09 13:08:51.710558,13,8.25,False,2,494.33,1,False,False,False,False,Low,2026-06-13 12:04:53.670684
BEH_00084,CUST_00741,TX_2b2e0649c26a4c92a10929506ed47dd0,DEV_00862,2026-03-17 08:25:51.710558,2026-03-17 08:46:51.710558,21,34.1,False,4,442.73,1,False,False,False,False,Low,2026-06-13 12:04:53.670684
BEH_00085,CUST_00478,TX_5145c90faa5e408aa9d0d73d6b205180,DEV_01249,2026-05-22 07:07:51.710558,2026-05-22 07:11:51.710558,4,23.02,False,5,180.45,1,False,False,False,False,Low,2026-06-13 12:04:53.670684
BEH_00086,CUST_00326,TX_55baefc9e29141f7b7e1f27da22d9f7d,DEV_01216,2026-02-24 02:40:51.710558,2026-02-24 02:50:51.710558,10,29.03,False,5,331.94,0,False,False,False,False,Low,2026-06-13 12:04:53.670684
BEH_00087,CUST_00459,TX_de3c7013adcf4481bc3b92ef6e007e4c,DEV_01437,2026-01-20 18:04:51.710558,2026-01-20 18:10:51.710558,6,0.11,False,2,64.98,0,False,False,False,False,Low,2026-06-13 12:04:53.670684
BEH_00088,CUST_01752,TX_d4e913ae9fe64c6f9e5e9bac5c2a3314,DEV_00327,2026-04-20 14:56:51.710558,2026-04-20 15:20:51.710558,24,2.68,False,4,478.6,0,False,False,False,False,Low,2026-06-13 12:04:53.670684
BEH_00089,CUST_00803,TX_5245aa1af0af4642a20938a2fbed9f5c,DEV_00719,2026-05-16 06:18:51.710558,2026-05-16 06:23:51.710558,5,16.08,False,1,252.05,1,False,False,False,False,Low,2026-06-13 12:04:53.670684
BEH_00090,CUST_01424,TX_2b9519c8eff74482ab77b3866c3bba78,DEV_01479,2026-05-09 19:10:51.710558,2026-05-09 19:23:51.710558,13,0.98,False,4,397.14,0,False,False,False,False,Low,2026-06-13 12:04:53.670684
BEH_00091,CUST_01789,TX_179be6f6fcc549a9a5b75d870ac3091f,DEV_00610,2026-06-11 01:25:51.710558,2026-06-11 01:33:51.710558,8,12.12,False,5,409.92,0,False,False,False,False,Low,2026-06-13 12:04:53.670684
BEH_00092,CUST_00739,TX_9acdae0a9205469cb89f360ca7afd092,DEV_00563,2026-03-12 22:46:51.710558,2026-03-12 23:00:51.710558,14,29.02,False,1,484.39,0,False,False,False,False,Low,2026-06-13 12:04:53.670684
BEH_00093,CUST_01039,TX_594f5422768e44a9936bfd4f30d7a160,DEV_01270,2026-04-13 14:17:51.710558,2026-04-13 14:31:51.710558,14,6.22,False,1,211.14,1,False,False,False,False,Low,2026-06-13 12:04:53.670684
BEH_00094,CUST_00806,TX_7f29e331ea2c4436adb4354947e3f3d9,DEV_00469,2026-02-20 13:59:51.710558,2026-02-20 14:11:51.710558,12,8.62,False,4,486.03,1,False,False,False,False,Low,2026-06-13 12:04:53.670684
BEH_00095,CUST_00497,TX_1e3a02be236b4e8e90d75581d90c4450,DEV_00450,2026-04-08 09:35:51.710558,2026-04-08 09:48:51.710558,13,6.56,False,3,239.93,1,False,False,False,False,Low,2026-06-13 12:04:53.670684
BEH_00096,CUST_01856,TX_dce4f4476a614be3b38162e7e482f838,DEV_01379,2026-03-25 22:53:51.710558,2026-03-25 23:03:51.710558,10,12.33,False,5,415.0,0,False,False,False,False,Low,2026-06-13 12:04:53.670684
BEH_00097,CUST_00216,TX_d172c733382c4d4b93e58fa45c985d43,DEV_01214,2026-03-12 07:26:51.710558,2026-03-12 07:42:51.710558,16,23.24,False,5,280.21,0,False,False,False,False,Low,2026-06-13 12:04:53.670684
BEH_00098,CUST_00776,TX_19ee953e21f24e1babcd50fbe884fc26,DEV_01495,2026-02-11 18:09:51.710558,2026-02-11 18:20:51.710558,11,6.37,False,1,127.61,1,False,False,False,False,Low,2026-06-13 12:04:53.670684
BEH_00099,CUST_01179,TX_a8d711c4ba64416e92dc5dbe52257d4b,DEV_01367,2026-06-03 08:07:51.710558,2026-06-03 08:22:51.710558,15,5.87,False,5,405.06,1,False,False,False,False,Low,2026-06-13 12:04:53.670684
BEH_00100,CUST_00421,TX_211901a387204993ae2498f3222d6634,DEV_00554,2026-06-09 07:31:51.710558,2026-06-09 07:42:51.710558,11,27.27,False,5,175.68,0,False,False,False,False,Low,2026-06-13 12:04:53.671683
BEH_00101,CUST_00936,TX_f7535065df6b4659b41350e3f5246431,DEV_01060,2026-02-05 12:49:51.710558,2026-02-05 13:04:51.710558,15,6.59,False,2,177.37,0,False,False,False,False,Low,2026-06-13 12:04:53.671683
BEH_00102,CUST_01480,TX_cd053a4f2ade4fd7a0fd5886c1549c42,DEV_00964,2026-05-27 16:21:51.710558,2026-05-27 16:44:51.710558,23,0.61,False,4,477.41,0,False,False,False,False,Low,2026-06-13 12:04:53.671683
BEH_00103,CUST_00417,TX_3404058c955e4b77a97b46b93d060c4e,DEV_00254,2026-03-21 12:47:51.710558,2026-03-21 13:01:51.710558,14,19.35,False,1,145.29,0,False,False,False,False,Low,2026-06-13 12:04:53.671683
BEH_00104,CUST_00481,TX_87fd0baa905c45d69306d32b76e08885,DEV_00576,2026-02-22 00:02:51.710558,2026-02-22 00:25:51.710558,23,25.37,False,4,445.01,1,False,False,False,False,Low,2026-06-13 12:04:53.671683
BEH_00105,CUST_00960,TX_53498785553f48e391a3895ba1990758,DEV_00211,2026-05-25 16:43:51.710558,2026-05-25 17:02:51.710558,19,29.64,False,2,353.77,0,False,False,False,False,Low,2026-06-13 12:04:53.671683
BEH_00106,CUST_01350,TX_c371494f8c89482d8c27a9b1c8042ea8,DEV_00811,2026-01-31 15:41:51.710558,2026-01-31 15:45:51.710558,4,36.21,False,4,170.45,0,False,False,False,False,Low,2026-06-13 12:04:53.671683
BEH_00107,CUST_00426,TX_80eda8a8ae04431297cf712e3953f605,DEV_01093,2026-01-25 10:59:51.710558,2026-01-25 11:15:51.710558,16,26.21,False,2,485.4,1,False,False,False,False,Low,2026-06-13 12:04:53.671683
BEH_00108,CUST_00467,TX_c965e8a38b9a41b2aa96fcaaa1f5f4df,DEV_01472,2026-01-31 09:42:51.710558,2026-01-31 09:58:51.710558,16,29.53,False,1,173.93,1,False,False,False,False,Low,2026-06-13 12:04:53.671683
BEH_00109,CUST_00730,TX_63de3f0b91f3431da0875eb1347b0b43,DEV_00093,2026-04-08 00:11:51.710558,2026-04-08 00:18:51.710558,7,12.22,False,4,343.1,1,False,False,False,False,Low,2026-06-13 12:04:53.671683
BEH_00110,CUST_00486,TX_79357e183ff343bdbff87fb95a99d209,DEV_01258,2026-04-02 01:13:51.710558,2026-04-02 01:31:51.710558,18,26.09,False,3,54.79,1,False,False,False,False,Low,2026-06-13 12:04:53.671683
BEH_00111,CUST_01375,TX_d1a3abbe21d44884b2c0d8d1b4715b7b,DEV_01026,2026-01-10 11:27:51.710558,2026-01-10 11:52:51.710558,25,8.13,False,4,487.49,0,False,False,False,False,Low,2026-06-13 12:04:53.671683
BEH_00112,CUST_01428,TX_d10f48e7928c4ac4a82090c01d75c4f5,DEV_00028,2026-02-10 06:35:51.710558,2026-02-10 06:53:51.710558,18,11.04,False,1,228.1,0,False,False,False,False,Low,2026-06-13 12:04:53.671683
BEH_00113,CUST_00723,TX_1c2ffc941428490db0d810dff744cfc1,DEV_01490,2026-03-14 18:57:51.710558,2026-03-14 19:08:51.710558,11,17.24,False,3,81.67,1,False,False,False,False,Low,2026-06-13 12:04:53.671683
