customer_beneficiary_id,customer_id,beneficiary_id,first_transaction_date,last_transaction_date,relationship_risk_score
CBEN_00148,CUST_00300,BENE_00711,2025-05-17 12:04:51.485111,2026-05-01 12:04:51.485111,19.03
CBEN_00149,CUST_00144,BENE_00061,2025-06-08 12:04:51.485111,2026-04-15 12:04:51.485111,73.52
CBEN_00150,CUST_01456,BENE_02611,2025-11-09 12:04:51.485111,2026-05-23 12:04:51.485111,10.62
CBEN_00151,CUST_01047,BENE_01185,2025-12-10 12:04:51.485111,2026-05-12 12:04:51.485111,34.45
CBEN_00152,CUST_01266,BENE_02551,2025-10-18 12:04:51.485111,2026-04-20 12:04:51.485111,8.96
CBEN_00153,CUST_01753,BENE_00511,2026-02-24 12:04:51.485111,2026-04-21 12:04:51.485111,17.97
CBEN_00154,CUST_01311,BENE_01307,2025-06-05 12:04:51.485111,2026-06-06 12:04:51.485111,13.8
CBEN_00155,CUST_00687,BENE_00182,2026-02-18 12:04:51.485111,2026-05-19 12:04:51.485111,34.24
CBEN_00156,CUST_00142,BENE_00445,2025-11-13 12:04:51.485111,2026-06-08 12:04:51.485111,17.54
CBEN_00157,CUST_00264,BENE_02239,2025-08-15 12:04:51.485111,2026-05-29 12:04:51.485111,9.39
CBEN_00158,CUST_00541,BENE_02714,2025-09-09 12:04:51.485111,2026-04-16 12:04:51.485111,48.59
CBEN_00159,CUST_01555,BENE_00663,2025-11-27 12:04:51.485111,2026-06-12 12:04:51.485111,36.19
CBEN_00160,CUST_01343,BENE_02724,2026-02-28 12:04:51.485111,2026-05-31 12:04:51.485111,13.36
CBEN_00161,CUST_00932,BENE_01289,2025-05-27 12:04:51.485111,2026-05-12 12:04:51.485111,25.34
CBEN_00162,CUST_00442,BENE_01540,2026-04-07 12:04:51.485111,2026-05-04 12:04:51.485111,0.29
CBEN_00163,CUST_01810,BENE_00814,2026-02-17 12:04:51.485111,2026-05-07 12:04:51.485111,18.72
CBEN_00164,CUST_01030,BENE_00306,2025-05-21 12:04:51.485111,2026-06-06 12:04:51.485111,32.85
CBEN_00165,CUST_01166,BENE_01054,2025-11-12 12:04:51.485111,2026-04-16 12:04:51.485111,17.24
CBEN_00166,CUST_00025,BENE_01137,2025-11-06 12:04:51.485111,2026-05-06 12:04:51.485111,17.92
CBEN_00167,CUST_00443,BENE_01265,2025-11-22 12:04:51.485111,2026-05-06 12:04:51.485111,42.86
CBEN_00168,CUST_01577,BENE_02081,2025-05-16 12:04:51.485111,2026-05-21 12:04:51.485111,16.34
CBEN_00169,CUST_01250,BENE_01624,2026-01-08 12:04:51.485111,2026-05-09 12:04:51.485111,24.32
CBEN_00170,CUST_00754,BENE_00378,2025-12-27 12:04:51.485111,2026-05-19 12:04:51.485111,27.45
CBEN_00171,CUST_00074,BENE_02035,2025-08-18 12:04:51.485111,2026-06-01 12:04:51.485111,29.74
CBEN_00172,CUST_01533,BENE_01513,2025-09-08 12:04:51.485111,2026-04-27 12:04:51.485111,3.89
CBEN_00173,CUST_00720,BENE_01651,2025-07-24 12:04:51.485111,2026-06-09 12:04:51.485111,26.75
CBEN_00174,CUST_00589,BENE_02684,2025-12-12 12:04:51.485111,2026-04-16 12:04:51.485111,26.02
CBEN_00175,CUST_00260,BENE_00986,2026-03-10 12:04:51.485111,2026-05-19 12:04:51.485111,41.39
CBEN_00176,CUST_01941,BENE_01415,2025-11-06 12:04:51.485111,2026-05-10 12:04:51.485111,7.0
CBEN_00177,CUST_00005,BENE_02692,2025-08-18 12:04:51.485111,2026-04-28 12:04:51.485111,8.5
CBEN_00178,CUST_01295,BENE_00236,2026-01-04 12:04:51.485111,2026-05-02 12:04:51.485111,44.27
CBEN_00179,CUST_01858,BENE_01083,2025-06-14 12:04:51.485111,2026-05-05 12:04:51.485111,1.57
CBEN_00180,CUST_01334,BENE_01146,2026-04-06 12:04:51.485111,2026-04-23 12:04:51.485111,15.59
CBEN_00181,CUST_01925,BENE_00681,2025-09-29 12:04:51.485111,2026-05-26 12:04:51.485111,12.54
CBEN_00182,CUST_01323,BENE_01031,2026-04-13 12:04:51.485111,2026-05-28 12:04:51.485111,1.09
CBEN_00183,CUST_00852,BENE_02245,2026-04-11 12:04:51.485111,2026-05-19 12:04:51.485111,33.58
CBEN_00184,CUST_00324,BENE_02043,2025-12-02 12:04:51.485111,2026-05-21 12:04:51.485111,35.66
CBEN_00185,CUST_01786,BENE_01067,2026-02-10 12:04:51.485111,2026-04-30 12:04:51.485111,30.51
CBEN_00186,CUST_01179,BENE_00607,2026-03-21 12:04:51.485111,2026-05-11 12:04:51.485111,4.18
CBEN_00187,CUST_00580,BENE_01412,2025-07-26 12:04:51.485111,2026-05-13 12:04:51.485111,11.54
CBEN_00188,CUST_01342,BENE_00883,2026-03-18 12:04:51.485111,2026-06-11 12:04:51.485111,8.87
CBEN_00189,CUST_01687,BENE_02832,2025-05-23 12:04:51.485111,2026-04-21 12:04:51.485111,18.88
CBEN_00190,CUST_00835,BENE_00160,2026-02-02 12:04:51.485111,2026-04-22 12:04:51.485111,49.94
CBEN_00191,CUST_01056,BENE_01794,2026-01-11 12:04:51.485111,2026-06-02 12:04:51.485111,10.34
CBEN_00192,CUST_01627,BENE_02419,2025-08-03 12:04:51.485111,2026-05-29 12:04:51.485111,41.64
CBEN_00193,CUST_01305,BENE_00047,2025-06-05 12:04:51.485111,2026-04-19 12:04:51.485111,16.2
CBEN_00194,CUST_01926,BENE_00804,2025-12-01 12:04:51.485111,2026-04-20 12:04:51.485111,10.38
CBEN_00195,CUST_00103,BENE_00061,2025-05-17 12:04:51.485111,2026-05-19 12:04:51.485111,96.72
CBEN_00196,CUST_00771,BENE_02379,2025-10-27 12:04:51.485111,2026-05-06 12:04:51.485111,2.4
CBEN_00197,CUST_01572,BENE_02593,2025-08-20 12:04:51.485111,2026-05-29 12:04:51.485111,17.83
CBEN_00198,CUST_01432,BENE_02638,2025-10-29 12:04:51.485111,2026-04-20 12:04:51.485111,7.04
CBEN_00199,CUST_00475,BENE_02058,2025-09-12 12:04:51.485111,2026-04-25 12:04:51.485111,41.22
CBEN_00200,CUST_00951,BENE_01378,2025-10-09 12:04:51.485111,2026-05-27 12:04:51.485111,29.49
CBEN_00201,CUST_01357,BENE_01910,2026-03-19 12:04:51.485111,2026-04-23 12:04:51.486112,40.81
CBEN_00202,CUST_01191,BENE_00579,2025-10-20 12:04:51.486112,2026-04-18 12:04:51.486112,10.46
CBEN_00203,CUST_01525,BENE_02700,2025-06-30 12:04:51.486112,2026-05-14 12:04:51.486112,44.43
CBEN_00204,CUST_01357,BENE_02289,2025-11-09 12:04:51.486112,2026-04-20 12:04:51.486112,18.46
CBEN_00205,CUST_00124,BENE_00568,2026-01-05 12:04:51.486112,2026-04-30 12:04:51.486112,32.93
CBEN_00206,CUST_01450,BENE_01846,2025-06-04 12:04:51.486112,2026-05-06 12:04:51.486112,21.72
CBEN_00207,CUST_00699,BENE_00206,2026-01-30 12:04:51.486112,2026-05-17 12:04:51.486112,2.96
CBEN_00208,CUST_00695,BENE_02087,2025-10-02 12:04:51.486112,2026-04-21 12:04:51.486112,3.1
CBEN_00209,CUST_01303,BENE_02423,2026-04-01 12:04:51.486112,2026-05-04 12:04:51.486112,28.08
CBEN_00210,CUST_01820,BENE_01045,2025-08-23 12:04:51.486112,2026-06-02 12:04:51.486112,23.35
CBEN_00211,CUST_00032,BENE_01764,2026-04-09 12:04:51.486112,2026-04-29 12:04:51.486112,15.71
CBEN_00212,CUST_01918,BENE_00655,2025-12-03 12:04:51.486112,2026-05-02 12:04:51.486112,34.96
CBEN_00213,CUST_01019,BENE_01917,2026-02-15 12:04:51.486112,2026-04-15 12:04:51.486112,42.62
CBEN_00214,CUST_00532,BENE_01982,2025-11-17 12:04:51.486112,2026-06-07 12:04:51.486112,39.56
CBEN_00215,CUST_01711,BENE_00035,2025-06-07 12:04:51.486112,2026-05-04 12:04:51.486112,42.73
CBEN_00216,CUST_00146,BENE_02645,2026-01-02 12:04:51.486112,2026-05-16 12:04:51.486112,18.36
CBEN_00217,CUST_01181,BENE_01595,2025-11-07 12:04:51.486112,2026-04-28 12:04:51.486112,2.47
CBEN_00218,CUST_00404,BENE_00163,2025-05-21 12:04:51.486112,2026-04-25 12:04:51.486112,7.82
CBEN_00219,CUST_00440,BENE_02442,2025-10-12 12:04:51.486112,2026-05-25 12:04:51.486112,44.26
CBEN_00220,CUST_01512,BENE_00500,2026-01-16 12:04:51.486112,2026-05-16 12:04:51.486112,2.04
CBEN_00221,CUST_01807,BENE_02376,2025-09-15 12:04:51.486112,2026-06-04 12:04:51.486112,27.0
CBEN_00222,CUST_01977,BENE_02609,2025-05-19 12:04:51.486112,2026-05-07 12:04:51.486112,32.94
CBEN_00223,CUST_00559,BENE_02743,2026-01-19 12:04:51.486112,2026-05-31 12:04:51.486112,26.03
CBEN_00224,CUST_01273,BENE_01505,2025-12-31 12:04:51.486112,2026-05-20 12:04:51.486112,42.55
CBEN_00225,CUST_01043,BENE_01206,2025-06-07 12:04:51.486112,2026-04-15 12:04:51.486112,30.8
CBEN_00226,CUST_00222,BENE_02608,2025-07-13 12:04:51.486112,2026-05-02 12:04:51.486112,29.85
CBEN_00227,CUST_01395,BENE_00359,2025-06-25 12:04:51.486112,2026-05-24 12:04:51.486112,18.36
CBEN_00228,CUST_00604,BENE_00906,2025-07-01 12:04:51.486112,2026-05-07 12:04:51.486112,8.36
CBEN_00229,CUST_01747,BENE_00269,2025-10-30 12:04:51.486112,2026-06-08 12:04:51.486112,32.05
CBEN_00230,CUST_00307,BENE_02405,2025-11-23 12:04:51.486112,2026-04-18 12:04:51.486112,24.31
CBEN_00231,CUST_00259,BENE_00241,2026-01-14 12:04:51.486112,2026-05-05 12:04:51.486112,13.54
CBEN_00232,CUST_01295,BENE_01572,2025-08-30 12:04:51.486112,2026-05-14 12:04:51.486112,17.77
CBEN_00233,CUST_01401,BENE_02325,2025-10-09 12:04:51.486112,2026-05-23 12:04:51.486112,5.11
CBEN_00234,CUST_00443,BENE_01382,2025-07-25 12:04:51.486112,2026-04-19 12:04:51.486112,38.85
CBEN_00235,CUST_01870,BENE_02476,2025-07-26 12:04:51.486112,2026-04-30 12:04:51.486112,44.37
CBEN_00236,CUST_00604,BENE_00673,2025-10-26 12:04:51.486112,2026-05-16 12:04:51.486112,10.09
CBEN_00237,CUST_01938,BENE_02172,2026-01-08 12:04:51.486112,2026-05-16 12:04:51.486112,24.52
CBEN_00238,CUST_01803,BENE_01611,2025-09-10 12:04:51.486112,2026-05-21 12:04:51.486112,38.62
CBEN_00239,CUST_00688,BENE_02719,2026-03-16 12:04:51.486112,2026-05-30 12:04:51.486112,4.01
